"Sector","Year","Statistic Label","UNIT","VALUE"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","291.75"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","251.49"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","261.18"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","233.05"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","242.49"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","638.95"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","649.02"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","629.93"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","641.11"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","642.33"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","Methane (CH4) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","653.06"
"Electricity, gas and water supply (NACE 40, 41)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","1162.4"
"Electricity, gas and water supply (NACE 40, 41)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electricity, gas and water supply (NACE 40, 41)","1994","Methane (CH4) Emissions","000 Tonnes","2.7"
"Electricity, gas and water supply (NACE 40, 41)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1265.7"
"Electricity, gas and water supply (NACE 40, 41)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","1206.5"
"Electricity, gas and water supply (NACE 40, 41)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electricity, gas and water supply (NACE 40, 41)","1995","Methane (CH4) Emissions","000 Tonnes","2.9"
"Electricity, gas and water supply (NACE 40, 41)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1313.1"
"Electricity, gas and water supply (NACE 40, 41)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","1364.4"
"Electricity, gas and water supply (NACE 40, 41)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Electricity, gas and water supply (NACE 40, 41)","1996","Methane (CH4) Emissions","000 Tonnes","3.1"
"Electricity, gas and water supply (NACE 40, 41)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1480"
"Electricity, gas and water supply (NACE 40, 41)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","1347.7"
"Electricity, gas and water supply (NACE 40, 41)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"Electricity, gas and water supply (NACE 40, 41)","1997","Methane (CH4) Emissions","000 Tonnes","1.9"
"Electricity, gas and water supply (NACE 40, 41)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1435.6"
"Electricity, gas and water supply (NACE 40, 41)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","1198.67"
"Electricity, gas and water supply (NACE 40, 41)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"Electricity, gas and water supply (NACE 40, 41)","1998","Methane (CH4) Emissions","000 Tonnes","2.58"
"Electricity, gas and water supply (NACE 40, 41)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1307.8"
"Electricity, gas and water supply (NACE 40, 41)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","1128.93"
"Electricity, gas and water supply (NACE 40, 41)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.17"
"Electricity, gas and water supply (NACE 40, 41)","1999","Methane (CH4) Emissions","000 Tonnes","2.55"
"Electricity, gas and water supply (NACE 40, 41)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1234.17"
"Electricity, gas and water supply (NACE 40, 41)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","1267.87"
"Electricity, gas and water supply (NACE 40, 41)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.17"
"Electricity, gas and water supply (NACE 40, 41)","2000","Methane (CH4) Emissions","000 Tonnes","2.46"
"Electricity, gas and water supply (NACE 40, 41)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1371.97"
"Electricity, gas and water supply (NACE 40, 41)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","1463.93"
"Electricity, gas and water supply (NACE 40, 41)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Electricity, gas and water supply (NACE 40, 41)","2001","Methane (CH4) Emissions","000 Tonnes","2.65"
"Electricity, gas and water supply (NACE 40, 41)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1580.63"
"Electricity, gas and water supply (NACE 40, 41)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","1215.73"
"Electricity, gas and water supply (NACE 40, 41)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"Electricity, gas and water supply (NACE 40, 41)","2002","Methane (CH4) Emissions","000 Tonnes","2.08"
"Electricity, gas and water supply (NACE 40, 41)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1307.22"
"Electricity, gas and water supply (NACE 40, 41)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","1022.34"
"Electricity, gas and water supply (NACE 40, 41)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"Electricity, gas and water supply (NACE 40, 41)","2003","Methane (CH4) Emissions","000 Tonnes","1.85"
"Electricity, gas and water supply (NACE 40, 41)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1096.84"
"Electricity, gas and water supply (NACE 40, 41)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","1011.03"
"Electricity, gas and water supply (NACE 40, 41)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.12"
"Electricity, gas and water supply (NACE 40, 41)","2004","Methane (CH4) Emissions","000 Tonnes","1.98"
"Electricity, gas and water supply (NACE 40, 41)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1088.28"
"Electricity, gas and water supply (NACE 40, 41)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","1242.62"
"Electricity, gas and water supply (NACE 40, 41)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"Electricity, gas and water supply (NACE 40, 41)","2005","Methane (CH4) Emissions","000 Tonnes","1.64"
"Electricity, gas and water supply (NACE 40, 41)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1322.88"
"Electricity, gas and water supply (NACE 40, 41)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","994.58"
"Electricity, gas and water supply (NACE 40, 41)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.12"
"Electricity, gas and water supply (NACE 40, 41)","2006","Methane (CH4) Emissions","000 Tonnes","3"
"Electricity, gas and water supply (NACE 40, 41)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1093.27"
"Electricity, gas and water supply (NACE 40, 41)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","944.55"
"Electricity, gas and water supply (NACE 40, 41)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electricity, gas and water supply (NACE 40, 41)","2007","Methane (CH4) Emissions","000 Tonnes","1.85"
"Electricity, gas and water supply (NACE 40, 41)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1013.28"
"Domestic transport (NACE 60 - 62)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","6147.8"
"Domestic transport (NACE 60 - 62)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.5"
"Domestic transport (NACE 60 - 62)","1994","Methane (CH4) Emissions","000 Tonnes","1.9"
"Domestic transport (NACE 60 - 62)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","6353.2"
"Domestic transport (NACE 60 - 62)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","6553"
"Domestic transport (NACE 60 - 62)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.6"
"Domestic transport (NACE 60 - 62)","1995","Methane (CH4) Emissions","000 Tonnes","1.9"
"Domestic transport (NACE 60 - 62)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","6764.4"
"Domestic transport (NACE 60 - 62)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","7339"
"Domestic transport (NACE 60 - 62)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"Domestic transport (NACE 60 - 62)","1996","Methane (CH4) Emissions","000 Tonnes","2"
"Domestic transport (NACE 60 - 62)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7595.5"
"Domestic transport (NACE 60 - 62)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","8326.6"
"Domestic transport (NACE 60 - 62)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.82"
"Domestic transport (NACE 60 - 62)","1997","Methane (CH4) Emissions","000 Tonnes","2.06"
"Domestic transport (NACE 60 - 62)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8624.2"
"Domestic transport (NACE 60 - 62)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","8477.77"
"Domestic transport (NACE 60 - 62)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.62"
"Domestic transport (NACE 60 - 62)","1998","Methane (CH4) Emissions","000 Tonnes","2.27"
"Domestic transport (NACE 60 - 62)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8716.86"
"Domestic transport (NACE 60 - 62)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","9365.62"
"Domestic transport (NACE 60 - 62)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.65"
"Domestic transport (NACE 60 - 62)","1999","Methane (CH4) Emissions","000 Tonnes","2.36"
"Domestic transport (NACE 60 - 62)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9616.6"
"Domestic transport (NACE 60 - 62)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","10086.08"
"Domestic transport (NACE 60 - 62)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"Domestic transport (NACE 60 - 62)","2000","Methane (CH4) Emissions","000 Tonnes","2.59"
"Domestic transport (NACE 60 - 62)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10358.52"
"Domestic transport (NACE 60 - 62)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","10817.38"
"Domestic transport (NACE 60 - 62)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.72"
"Domestic transport (NACE 60 - 62)","2001","Methane (CH4) Emissions","000 Tonnes","2.58"
"Domestic transport (NACE 60 - 62)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11095.41"
"Domestic transport (NACE 60 - 62)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","10893.44"
"Domestic transport (NACE 60 - 62)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.67"
"Domestic transport (NACE 60 - 62)","2002","Methane (CH4) Emissions","000 Tonnes","2.47"
"Domestic transport (NACE 60 - 62)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11152.15"
"Domestic transport (NACE 60 - 62)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","11092.41"
"Domestic transport (NACE 60 - 62)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.64"
"Domestic transport (NACE 60 - 62)","2003","Methane (CH4) Emissions","000 Tonnes","2.33"
"Domestic transport (NACE 60 - 62)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11340.47"
"Domestic transport (NACE 60 - 62)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","11955.95"
"Domestic transport (NACE 60 - 62)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.66"
"Domestic transport (NACE 60 - 62)","2004","Methane (CH4) Emissions","000 Tonnes","2.24"
"Domestic transport (NACE 60 - 62)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12208.31"
"Domestic transport (NACE 60 - 62)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","12638.56"
"Domestic transport (NACE 60 - 62)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.68"
"Domestic transport (NACE 60 - 62)","2005","Methane (CH4) Emissions","000 Tonnes","2.15"
"Domestic transport (NACE 60 - 62)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12895.04"
"Domestic transport (NACE 60 - 62)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","13244.13"
"Domestic transport (NACE 60 - 62)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.67"
"Domestic transport (NACE 60 - 62)","2006","Methane (CH4) Emissions","000 Tonnes","1.32"
"Domestic transport (NACE 60 - 62)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13479.53"
"Domestic transport (NACE 60 - 62)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","13964.99"
"Domestic transport (NACE 60 - 62)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.66"
"Domestic transport (NACE 60 - 62)","2007","Methane (CH4) Emissions","000 Tonnes","1.33"
"Domestic transport (NACE 60 - 62)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14198.48"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","9814.2"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.2"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1994","Methane (CH4) Emissions","000 Tonnes","3.4"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10884.7"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","10321.1"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.2"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1995","Methane (CH4) Emissions","000 Tonnes","3.3"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11394.7"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","10585.9"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.3"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1996","Methane (CH4) Emissions","000 Tonnes","2.9"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11655.6"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","11850.8"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.25"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1997","Methane (CH4) Emissions","000 Tonnes","2.75"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12914.8"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","13530.25"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1998","Methane (CH4) Emissions","000 Tonnes","1.37"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13958.11"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","13801.11"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.35"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1999","Methane (CH4) Emissions","000 Tonnes","1.25"
"Transportable goods and construction industries (NACE 10 - 37, 45)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14240.23"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","14862.63"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.34"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2000","Methane (CH4) Emissions","000 Tonnes","1.45"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15307.89"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","15457.62"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.36"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2001","Methane (CH4) Emissions","000 Tonnes","1.5"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15906.49"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","14857.38"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2002","Methane (CH4) Emissions","000 Tonnes","1.27"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15257.79"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","13369.64"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.04"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2003","Methane (CH4) Emissions","000 Tonnes","28.22"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14281.39"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","13107.1"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.04"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2004","Methane (CH4) Emissions","000 Tonnes","1.47"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13452.84"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","13723.5"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.08"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2005","Methane (CH4) Emissions","000 Tonnes","1.51"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14090.65"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","13811.02"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.07"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2006","Methane (CH4) Emissions","000 Tonnes","1.7"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14174.74"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","13559.18"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.96"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2007","Methane (CH4) Emissions","000 Tonnes","1.43"
"Transportable goods and construction industries (NACE 10 - 37, 45)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13888.08"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","5935.7"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","Methane (CH4) Emissions","000 Tonnes","72.9"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7686.3"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","5893.2"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","Methane (CH4) Emissions","000 Tonnes","75.5"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7692"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","6075.5"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","Methane (CH4) Emissions","000 Tonnes","78.4"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7936.2"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","6253.8"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.71"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","Methane (CH4) Emissions","000 Tonnes","75.35"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8056.3"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","5593.26"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.25"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","Methane (CH4) Emissions","000 Tonnes","66.89"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7385.67"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","6064.16"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.33"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","Methane (CH4) Emissions","000 Tonnes","68.65"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7918.28"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","6383.78"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.35"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","Methane (CH4) Emissions","000 Tonnes","72.8"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8331.92"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","6747.02"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.36"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","Methane (CH4) Emissions","000 Tonnes","65.21"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8537.32"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","6846.79"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.31"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","Methane (CH4) Emissions","000 Tonnes","73.06"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8788.59"
"Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","7467.37"
